id,num,gender,gender_label,gender_tj,letter,name_tj,name_cyrillic,name_latin,name_tj_raw,name_cyrillic_raw,name_latin_raw,is_official_permitted,legal_decree,is_enriched,matched_child_name_id,meaning,origin,attributes,history
tj_f_maknuna_555,555,female,Женский,Духтарона,М,Макнуна,Макнуна,Maknuna,МАКНУНА,МАКНУНА,MAKNUNA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_maqbula_556,556,female,Женский,Духтарона,М,Мақбула,Макбула,Maqbula,МАҚБУЛА,МАКБУЛА,MAQBULA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_maleha_557,557,female,Женский,Духтарона,М,Малеҳа,Малеха,Maleha,МАЛЕҲА,МАЛЕХА,MALEHA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_malika_558,558,female,Женский,Духтарона,М,Малика,Малика,Malika,МАЛИКА,МАЛИКА,MALIKA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_malikabonu_559,559,female,Женский,Духтарона,М,Маликабону,Маликабону,Malikabonu,МАЛИКАБОНУ,МАЛИКАБОНУ,MALIKABONU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_malikamoh_560,560,female,Женский,Духтарона,М,Маликамоҳ,Маликамох,Malikamoh,МАЛИКАМОҲ,МАЛИКАМОХ,MALIKAMOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_malikasimo_561,561,female,Женский,Духтарона,М,Маликасимо,Маликасимо,Malikasimo,МАЛИКАСИМО,МАЛИКАСИМО,MALIKASIMO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_maliknoz_562,562,female,Женский,Духтарона,М,Маликноз,Маликноз,Maliknoz,МАЛИКНОЗ,МАЛИКНОЗ,MALIKNOZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_malohat_563,563,female,Женский,Духтарона,М,Малоҳат,Малохат,Malohat,МАЛОҲАТ,МАЛОХАТ,MALOHAT,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mamnuna_564,564,female,Женский,Духтарона,М,Мамнуна,Мамнуна,Mamnuna,МАМНУНА,МАМНУНА,MAMNUNA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mandana_565,565,female,Женский,Духтарона,М,Мандана,Мандана,Mandana,МАНДАНА,МАНДАНА,MANDANA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_manzuma_566,566,female,Женский,Духтарона,М,Манзума,Манзума,Manzuma,МАНЗУМА,МАНЗУМА,MANZUMA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_manzura_567,567,female,Женский,Духтарона,М,Манзура,Манзура,Manzura,МАНЗУРА,МАНЗУРА,MANZURA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_manizha_568,568,female,Женский,Духтарона,М,Манижа,Манижа,Manizha,МАНИЖА,МАНИЖА,MANIZHA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_maniso_569,569,female,Женский,Духтарона,М,Манисо,Манисо,Maniso,МАНИСО,МАНИСО,MANISO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_manusho_570,570,female,Женский,Духтарона,М,Манушо,Манушо,Manusho,МАНУШО,МАНУШО,MANUSHO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_manushfar_571,571,female,Женский,Духтарона,М,Манушфар,Манушфар,Manushfar,МАНУШФАР,МАНУШФАР,MANUSHFAR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marvbonu_572,572,female,Женский,Духтарона,М,Марвбону,Марвбону,Marvbonu,МАРВБОНУ,МАРВБОНУ,MARVBONU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marvigul_573,573,female,Женский,Духтарона,М,Марвигул,Марвигул,Marvigul,МАРВИГУЛ,МАРВИГУЛ,MARVIGUL,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marviya_574,574,female,Женский,Духтарона,М,Марвия,Марвия,Marviya,МАРВИЯ,МАРВИЯ,MARVIYA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marvorid_575,575,female,Женский,Духтарона,М,Марворид,Марворид,Marvorid,МАРВОРИД,МАРВОРИД,MARVORID,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marzibonu_576,576,female,Женский,Духтарона,М,Марзибону,Марзибону,Marzibonu,МАРЗИБОНУ,МАРЗИБОНУ,MARZIBONU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marziya_577,577,female,Женский,Духтарона,М,Марзия,Марзия,Marziya,МАРЗИЯ,МАРЗИЯ,MARZIYA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marhabo_578,578,female,Женский,Духтарона,М,Марҳабо,Мархабо,Marhabo,МАРҲАБО,МАРХАБО,MARHABO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marhamat_579,579,female,Женский,Духтарона,М,Марҳамат,Мархамат,Marhamat,МАРҲАМАТ,МАРХАМАТ,MARHAMAT,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marjon_580,580,female,Женский,Духтарона,М,Марҷон,Марджон,Marjon,МАРҶОН,МАРДЖОН,MARJON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marjona_581,581,female,Женский,Духтарона,М,Марҷона,Марджона,Marjona,МАРҶОНА,МАРДЖОНА,MARJONA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_maryam_582,582,female,Женский,Духтарона,М,Марям,Марям,Maryam,МАРЯМ,МАРЯМ,MARYAM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,maryam,"Служительница Аллаха, набожная",Арабское,верующая; чистая; терпеливая; красивая,"Единственная женщина, упомянутая по имени в Коране. Целая сура (19-я) названа в её честь. Образец веры и чистоты."
tj_f_mastona_583,583,female,Женский,Духтарона,М,Мастон,Мастона,Mastona,МАСТОН,МАСТОНА,MASTONA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mastona_584,584,female,Женский,Духтарона,М,Мастона,Мастона,Mastona,МАСТОНА,МАСТОНА,MASTONA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mastura_585,585,female,Женский,Духтарона,М,Мастура,Мастура,Mastura,МАСТУРА,МАСТУРА,MASTURA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_matluba_586,586,female,Женский,Духтарона,М,Матлуба,Матлуба,Matluba,МАТЛУБА,МАТЛУБА,MATLUBA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_maftuna_587,587,female,Женский,Духтарона,М,Мафтуна,Мафтуна,Maftuna,МАФТУНА,МАФТУНА,MAFTUNA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahasto_588,588,female,Женский,Духтарона,М,Маҳасто,Махасто,Mahasto,МАҲАСТО,МАХАСТО,MAHASTO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahasti_589,589,female,Женский,Духтарона,М,Маҳастӣ,Махасти,Mahasti,МАҲАСТӢ,МАХАСТИ,MAHASTI,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mafruz_590,590,female,Женский,Духтарона,М,Маҳафрӯз,Махафруз,Mafruz,МАҲАФРӮЗ,МАХАФРУЗ,MAFRUZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahdonu_591,591,female,Женский,Духтарона,М,Маҳбону,Махбону,Mahdonu,МАҲБОНУ,МАХБОНУ,MAHDONU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahbuba_592,592,female,Женский,Духтарона,М,Маҳбуба,Махбуба,Mahbuba,МАҲБУБА,МАХБУБА,MAHBUBA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahvash_593,593,female,Женский,Духтарона,М,Маҳваш,Махваш,Mahvash,МАҲВАШ,МАХВАШ,MAHVASH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahvor_594,594,female,Женский,Духтарона,М,Маҳвор,Махвор,Mahvor,МАҲВОР,МАХВОР,MAHVOR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahgul_595,595,female,Женский,Духтарона,М,Маҳгул,Махгул,Mahgul,МАҲГУЛ,МАХГУЛ,MAHGUL,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahdis_596,596,female,Женский,Духтарона,М,Маҳдис,Махдис,Mahdis,МАҲДИС,МАХДИС,MAHDIS,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahin_597,597,female,Женский,Духтарона,М,Маҳин,Махин,Mahin,МАҲИН,МАХИН,MAHIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahin_598,598,female,Женский,Духтарона,М,Маҳина,Махина,Mahinа,МАҲИНА,МАХИНА,MAHINА,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahinbonu_599,599,female,Женский,Духтарона,М,Маҳинабону,Махинабону,Mahinаbonu,МАҲИНАБОНУ,МАХИНАБОНУ,MAHINАBONU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahinbonu_600,600,female,Женский,Духтарона,М,Маҳинбону,Махинбону,Mahinbonu,МАҲИНБОНУ,МАХИНБОНУ,MAHINBONU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahingul_601,601,female,Женский,Духтарона,М,Маҳингул,Махингул,Mahingul,МАҲИНГУЛ,МАХИНГУЛ,MAHINGUL,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahliyo_602,602,female,Женский,Духтарона,М,Маҳлиё,Махлиё,Mahliyo,МАҲЛИЁ,МАХЛИЁ,MAHLIYO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahliqo_603,603,female,Женский,Духтарона,М,Маҳлиқо,Махлико,Mahliqo,МАҲЛИҚО,МАХЛИКО,MAHLIQO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahniso_604,604,female,Женский,Духтарона,М,Маҳнисо,Махнисо,Mahniso,МАҲНИСО,МАХНИСО,MAHNISO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahnoz_605,605,female,Женский,Духтарона,М,Маҳноз,Махноз,Mahnoz,МАҲНОЗ,МАХНОЗ,MAHNOZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahnur_606,606,female,Женский,Духтарона,М,Маҳнур,Махнур,Mahnur,МАҲНУР,МАХНУР,MAHNUR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahnush_607,607,female,Женский,Духтарона,М,Маҳнуш,Махнуш,Mahnush,МАҲНУШ,МАХНУШ,MAHNUSH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahpari_608,608,female,Женский,Духтарона,М,Маҳпарӣ,Махпари,Mahpari,МАҲПАРӢ,МАХПАРИ,MAHPARI,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahpora_609,609,female,Женский,Духтарона,М,Маҳпора,Махпора,Mahpora,МАҲПОРА,МАХПОРА,MAHPORA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahrez_610,610,female,Женский,Духтарона,М,Маҳрез,Махрез,Mahrez,МАҲРЕЗ,МАХРЕЗ,MAHREZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahru_611,611,female,Женский,Духтарона,М,Маҳрӯ,Махру,Mahru,МАҲРӮ,МАХРУ,MAHRU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahruy_612,612,female,Женский,Духтарона,М,Маҳрӯй,Махруй,Mahruy,МАҲРӮЙ,МАХРУЙ,MAHRUY,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_ahruya_613,613,female,Женский,Духтарона,М,Маҳрӯя,Махруя,Мahruya,МАҲРӮЯ,МАХРУЯ,МAHRUYA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahsimo_614,614,female,Женский,Духтарона,М,Маҳсимо,Махсимо,Mahsimo,МАҲСИМО,МАХСИМО,MAHSIMO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahso_615,615,female,Женский,Духтарона,М,Маҳсо,Махсо,Mahso,МАҲСО,МАХСО,MAHSO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahson_616,616,female,Женский,Духтарона,М,Маҳсон,Махсон,Mahson,МАҲСОН,МАХСОН,MAHSON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahto_617,617,female,Женский,Духтарона,М,Маҳто,Махто,Mahto,МАҲТО,МАХТО,MAHTO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahtob_618,618,female,Женский,Духтарона,М,Маҳтоб,Махтоб,Mahtob,МАҲТОБ,МАХТОБ,MAHTOB,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahtoj_619,619,female,Женский,Духтарона,М,Маҳтоҷ,Махтодж,Mahtoj,МАҲТОҶ,МАХТОДЖ,MAHTOJ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahfuza_620,620,female,Женский,Духтарона,М,Маҳфуза,Махфуза,Mahfuza,МАҲФУЗА,МАХФУЗА,MAHFUZA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mashhura_621,621,female,Женский,Духтарона,М,Машҳура,Машхура,Mashhura,МАШҲУРА,МАШХУРА,MASHHURA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_ahchehra_622,622,female,Женский,Духтарона,М,Маҳчеҳра,Махчехра,Мahchehra,МАҲЧЕҲРА,МАХЧЕХРА,МAHCHEHRA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahjabin_623,623,female,Женский,Духтарона,М,Маҳҷабин,Маджабин,Mahjabin,МАҲҶАБИН,МАДЖАБИН,MAHJABIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mahshed_624,624,female,Женский,Духтарона,М,Маҳшед,Махшед,Mahshed,МАҲШЕД,МАХШЕД,MAHSHED,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_marifat_625,625,female,Женский,Духтарона,М,Маърифат,Маърифат,Ma’rifat,МАЪРИФАТ,МАЪРИФАТ,MA’RIFAT,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehinbony_626,626,female,Женский,Духтарона,М,Меҳинбону,Мехинбону,Mehinbony,МЕҲИНБОНУ,МЕХИНБОНУ,MEHINBONY,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehr_627,627,female,Женский,Духтарона,М,Меҳр,Мехр,Mehr,МЕҲР,МЕХР,MEHR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrangez_628,628,female,Женский,Духтарона,М,Меҳрангез,Мехрангез,Mehrangez,МЕҲРАНГЕЗ,МЕХРАНГЕЗ,MEHRANGEZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrafzun_629,629,female,Женский,Духтарона,М,Меҳрафзун,Мехрафзун,Mehrafzun,МЕҲРАФЗУН,МЕХРАФЗУН,MEHRAFZUN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrafruz_630,630,female,Женский,Духтарона,М,Меҳрафрӯз,Мехрафруз,Mehrafruz,МЕҲРАФРӮЗ,МЕХРАФРУЗ,MEHRAFRUZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrvash_631,631,female,Женский,Духтарона,М,Меҳрваш,Мехрваш,Mehrvash,МЕҲРВАШ,МЕХРВАШ,MEHRVASH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrgon_632,632,female,Женский,Духтарона,М,Меҳргона,Мехргона,Mehrgonа,МЕҲРГОНА,МЕХРГОНА,MEHRGONА,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrimoh_633,633,female,Женский,Духтарона,М,Меҳримоҳ,Мехримох,Mehrimoh,МЕҲРИМОҲ,МЕХРИМОХ,MEHRIMOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehriniso_634,634,female,Женский,Духтарона,М,Меҳринисо,Мехринисо,Mehriniso,МЕҲРИНИСО,МЕХРИНИСО,MEHRINISO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehri_635,635,female,Женский,Духтарона,М,Меҳрӣ,Мехри,Mehri,МЕҲРӢ,МЕХРИ,MEHRI,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrmoh_636,636,female,Женский,Духтарона,М,Меҳрмоҳ,Мехрмох,Mehrmoh,МЕҲРМОҲ,МЕХРМОХ,MEHRMOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrnamo_637,637,female,Женский,Духтарона,М,Меҳрнамо,Мехрнамо,Mehrnamo,МЕҲРНАМО,МЕХРНАМО,MEHRNAMO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrnigor_638,638,female,Женский,Духтарона,М,Меҳрнигор,Мехрнигор,Mehrnigor,МЕҲРНИГОР,МЕХРНИГОР,MEHRNIGOR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrnigoh_639,639,female,Женский,Духтарона,М,Меҳрнигоҳ,Мехрнигох,Mehrnigoh,МЕҲРНИГОҲ,МЕХРНИГОХ,MEHRNIGOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrnoz_640,640,female,Женский,Духтарона,М,Меҳрноз,Мехрноз,Mehrnoz,МЕҲРНОЗ,МЕХРНОЗ,MEHRNOZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrnush_641,641,female,Женский,Духтарона,М,Меҳрнуш,Мехрнуш,Mehrnush,МЕҲРНУШ,МЕХРНУШ,MEHRNUSH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehro_642,642,female,Женский,Духтарона,М,Меҳро,Мехро,Mehro,МЕҲРО,МЕХРО,MEHRO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrogin_643,643,female,Женский,Духтарона,М,Меҳрогин,Мехрогин,Mehrogin,МЕҲРОГИН,МЕХРОГИН,MEHROGIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrozin_644,644,female,Женский,Духтарона,М,Меҳрозин,Мехрозин,Mehrozin,МЕҲРОЗИН,МЕХРОЗИН,MEHROZIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrozod_645,645,female,Женский,Духтарона,М,Меҳрозод,Мехрозод,Mehrozod,МЕҲРОЗОД,МЕХРОЗОД,MEHROZOD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehrona_646,646,female,Женский,Духтарона,М,Меҳрона,Мехрона,Mehrona,МЕҲРОНА,МЕХРОНА,MEHRONA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehronush_647,647,female,Женский,Духтарона,М,Меҳронуш,Мехронуш,Mehronush,МЕҲРОНУШ,МЕХРОНУШ,MEHRONUSH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehroro_648,648,female,Женский,Духтарона,М,Меҳроро,Мехроро,Mehroro,МЕҲРОРО,МЕХРОРО,MEHRORO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_f_mehroso_649,649,female,Женский,Духтарона,М,Меҳросо,Мехросо,Mehroso,МЕҲРОСО,МЕХРОСО,MEHROSO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
